Streams,Artist Followers,Tempo,Duration (ms)
4685894,961181,98.995,170200
4586236,42227614,89.937,261923
4561189,4272745,82.992,186468
4436934,881797,97.008,180435
4405338,37151476,129.017,243267
4391666,6167871,150.953,242187
4390823,7744095,120.274,203418
4389670,42227614,147.922,230999
5254969,27167675,116.029,250280
5111416,42227614,129.86,255894
4737306,2203386,117.967,167147
4664281,4849204,164.009,163902
4488631,46992,62.948,167917
4480780,328877,146.95,248937
4472669,27167675,122.053,208505
4466143,6096559,84.041,217143
4462411,9778632,100.037,111852
4449437,2953525,92.989,147076
4439790,36369,123.062,190488
4424118,42227614,83.433,252881
4392936,7593792,103.952,228267
4380308,117894,88.064,187500
4371370,6608815,84.005,173288
4351784,33663701,99.96,149547
5564072,42227614,110.107,208978
5459423,42227614,94.926,208907
5128412,42227614,135.886,195097
5112180,42227614,95.939,294521
5074613,7601122,162.973,153467
5053658,42227614,119.845,190898
4736059,8671649,116.912,284480
4625985,6514102,97.961,115255
4599408,1674348,154.007,196213
4522005,141016,127.96,153149
4510218,4794212,168.983,155497
6796343,42227614,141.916,237258
6085522,42227614,94.219,289749
5943851,42227614,150.044,234000
5768616,3037935,144.018,144973
5752169,1674348,130.009,152013
5674945,1683006,109.075,180950
5534361,10491105,148.949,186843
5375944,42227614,118.819,220043
4978899,19102888,117.943,154767
4828004,3372385,159.999,240297
4695091,29067437,122.728,157733
4661170,1779640,112.987,178407
4588064,6096559,96.988,222680
4583475,3866304,111.052,231618
4561936,29067437,97.002,200667
4476954,1251372,144.833,200387
8293983,14103694,139.964,210587
5600868,4093115,84.029,189686
5056986,2238190,149.881,195268
5047752,19102888,76.968,168685
4966428,22536304,124.99,199987
4823401,1700759,157.005,183839
4798078,19102888,127.984,180129
4761155,19102888,138.034,186749
